Nama Instansi,Nama Satuan Kerja,Tahun Anggaran,Cara Pengadaan,Metode Pengadaan,Jenis Pengadaan,Nama Paket,Kode RUP,Sumber Dana,Produk Dalam Negeri,Total Nilai (Rp)
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,2026,Penyedia,Pengadaan Langsung,Pekerjaan Konstruksi,Belanja Modal Jembatan pada Jalan Kabupaten (Rehabilitasi Jembatan Cijauh),63481071,APBD,Ya,200000000
KAB. MAJALENGKA,DINAS ARSIP DAN PERPUSTAKAAN DAERAH - 2.24.2.23.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak,65178976,APBD,Ya,1300000
KAB. MAJALENGKA,DINAS ARSIP DAN PERPUSTAKAAN DAERAH - 2.24.2.23.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak,65179112,APBD,Ya,7725500
KAB. MAJALENGKA,PUSKESMAS LEUWIMUNDING - 1.02.0.00.0.00.01.0010,2026,Swakelola,-,-,Balanja perjalanan dinas dalam kota _ PKM Leuwimunding - Kunjungan lapangan pemantauan Tumbuh Kembang dan Masalah Gizi ibu dan anak,42700149,APBD,Tidak,13440000
KAB. MAJALENGKA,PUSKESMAS WARINGIN - 1.02.0.00.0.00.01.0028,2026,Swakelola,-,-,Balanja perjalanan dinas dalam kota,42785520,APBD,Tidak,960000
KAB. MAJALENGKA,"BADAN PERENCANAAN PEMBANGUNAN DAERAH, PENELITIAN DAN PENGEMBANGAN - 5.01.5.05.0.00.01.0000",2026,Penyedia,E-Purchasing,Barang,Belanja Makanan dan Minuman Rapat,66780749,APBD,Ya,7800000
KAB. MAJALENGKA,KECAMATAN LEMAHSUGIH - 7.01.0.00.0.00.13.0000,2026,Swakelola,-,-,Belanja Pemeliharaan Alat Angkutan-Alat Angkutan Darat Bermotor-Kendaraan Bermotor Beroda Tiga,43020606,APBD,Tidak,2000000
KAB. MAJALENGKA,KECAMATAN SUMBERJAYA - 7.01.0.00.0.00.25.0000,2026,Penyedia,Pengadaan Langsung,Barang,Belanja Makanan dan Minuman Rapat,64663474,APBD,Ya,875000
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,2026,Penyedia,Pengadaan Langsung,Pekerjaan Konstruksi,Belanja Modal Jalan Kabupaten (Pemeliharaan Jalan Blok Kaum Kaler Talaga),65481705,APBD,Ya,200000000
KAB. MAJALENGKA,SATUAN POLISI PAMONG PRAJA DAN PEMADAM KEBAKARAN - 1.05.0.00.0.00.03.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Bahan-Isi Tabung Gas ,66297983,APBD,Ya,1000000
KAB. MAJALENGKA,PUSKESMAS JATITUJUH - 1.02.0.00.0.00.01.0017,2026,Swakelola,-,-,Balanja perjalanan dinas dalam kota,42265197,APBD,Tidak,6400000
KAB. MAJALENGKA,DINAS PEMUDA DAN OLAH RAGA - 2.19.0.00.0.00.01.0000,2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,Belanja Pemeiharaan Tanah-Lapangan-Tanah Lapangan Olahraga ( Pemeliharaan Sarana Olahraga),64139630,APBD,Ya,30000000
KAB. MAJALENGKA,"DINAS PEMBERDAYAAN PEREMPUAN, PERLINDUNGAN ANAK DAN KELUARGA BERENCANA - 2.08.2.14.0.00.01.0000",2026,Swakelola,-,-,Belanja Perjalanan Dinas Dalam Kota ,42322069,APBD,Tidak,137200000
KAB. MAJALENGKA,KECAMATAN BANJARAN - 7.01.0.00.0.00.02.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Makanan dan Minuman Rapat,65616986,APBD,Ya,1662500
KAB. MAJALENGKA,DINAS KESEHATAN - 1.02.0.00.0.00.01.0000,2026,Swakelola,-,-,Beban Perjalanan Dinas Dalam Kota Pengiriman Sampel DNA HPV (P2PTM Keswa),42582840,APBD,Tidak,2240000
KAB. MAJALENGKA,DINAS KESEHATAN - 1.02.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Bahan Cetak (Renbut SDMK),65157812,APBD,Ya,2148000
KAB. MAJALENGKA,DINAS KESEHATAN - 1.02.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak (UMPEG),66056315,APBD,Ya,12000000
KAB. MAJALENGKA,DINAS KOMUNIKASI DAN INFORMATIKA - 2.16.2.20.2.21.01.0000,2026,Penyedia,E-Purchasing,Jasa Lainnya,Kertas dan Cover,66227010,APBD,Ya,2800000
KAB. MAJALENGKA,SEKRETARIAT DAERAH - 4.01.0.00.0.00.01.0000,2026,Swakelola,-,-,"Honorarium Narasumber atau Pembahas, Moderator, Pembawa Acara, dan Panitia ",42891504,APBD,Tidak,3000000
KAB. MAJALENGKA,PUSKESMAS CIGASONG - 1.02.0.00.0.00.01.0032,2026,Penyedia,E-Purchasing,Barang,Persediaan untuk Dijual/Diserahkan Kepada Masyarakat,64982203,APBD,Ya,31046400
KAB. MAJALENGKA,PUSKESMAS CIGASONG - 1.02.0.00.0.00.01.0032,2026,Penyedia,E-Purchasing,Barang,Beban Makanan dan Minuman Rapat,64982038,APBD,Ya,19320000
KAB. MAJALENGKA,BADAN KEUANGAN DAN ASET DAERAH - 5.02.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Modal Personal Computer,64024616,APBD,Ya,30000000
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,2026,Penyedia,Pengadaan Langsung,Pekerjaan Konstruksi,Rehabilitasi Jaringan Irigasi Bonang Desa Bonang Kec. Panyingkiran (DAU),65226610,APBD,Ya,200000000
KAB. MAJALENGKA,PUSKESMAS WARINGIN - 1.02.0.00.0.00.01.0028,2026,Swakelola,-,-,Balanja perjalanan dinas dalam kota,42785575,APBD,Tidak,4000000
KAB. MAJALENGKA,SATUAN POLISI PAMONG PRAJA DAN PEMADAM KEBAKARAN - 1.05.0.00.0.00.03.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Suku Cadang-Suku Cadang Alat Angkutan,64092976,APBD,Ya,20000000
KAB. MAJALENGKA,SATUAN POLISI PAMONG PRAJA DAN PEMADAM KEBAKARAN - 1.05.0.00.0.00.03.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Makanan dan Minuman Rapat,65431977,APBD,Ya,1250000
KAB. MAJALENGKA,SEKRETARIAT DAERAH - 4.01.0.00.0.00.01.0000,2026,Penyedia,Dikecualikan,Barang,Belanja Bahan-Bahan Bakar dan Pelumas,64089012,APBD,Ya,30310000
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Beban Makanan dan Minuman Lembur (Makan Lembur Evaluasi Kinerja Perangkat Daerah),66708908,APBD,Ya,4500000
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,2026,Penyedia,Pengadaan Langsung,Pekerjaan Konstruksi,Belanja Barang untuk Dijual/Diserahkan kepada Masyarakat (Rehabilitasi Jembatan Dukuhdomba),63474881,APBD,Ya,160000000
KAB. MAJALENGKA,KECAMATAN DAWUAN - 7.01.0.00.0.00.07.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Sewa Bangunan Gedung Tempat Pertemuan,65616526,APBD,Ya,1000000
KAB. MAJALENGKA,PUSKESMAS CIKIJING - 1.02.0.00.0.00.01.0006,2026,Penyedia,E-Purchasing,Barang,Beban Makanan dan Minuman Rapat - Pemberdayaan kader,64874389,APBD,Ya,27360000
KAB. MAJALENGKA,KECAMATAN BANJARAN - 7.01.0.00.0.00.02.0000,2026,Swakelola,-,-,Belanja Jasa Tenaga Kebersihan,42821209,APBD,Tidak,90000000
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,Beban Jasa Penyelenggaraan Acara,64670787,APBD,Ya,100000000
KAB. MAJALENGKA,BADAN KEUANGAN DAN ASET DAERAH - 5.02.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Makanan dan Minuman Rapat,64026506,APBD,Ya,4750000
KAB. MAJALENGKA,PUSKESMAS BALIDA - 1.02.0.00.0.00.01.0027,2026,Swakelola,-,-,Balanja perjalanan dinas dalam kota,42281723,APBD,Tidak,21120000
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH CIDERES - 1.02.0.00.0.00.03.0000,2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,Belanja Jasa BLUD (Belanja Film Bagde/TLD),64986199,BLUD,Ya,30000000
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,2026,Swakelola,-,-,Belanja Jasa Tenaga Penanganan Prasarana dan Sarana Umum (Upah Normalisasi saluran Irigasi D.I. Pamujaan ( Bekong )),42518855,APBD,Tidak,8910000
KAB. MAJALENGKA,PUSKESMAS MARGAJAYA - 1.02.0.00.0.00.01.0025,2026,Swakelola,-,-,Balanja perjalanan dinas dalam kota -UKBM -PKM MARGAJAYA,42372902,APBD,Tidak,6000000
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak (Fotocopi Bidang Tata Bangunan),66034014,APBD,Ya,9999900
KAB. MAJALENGKA,PUSKESMAS SUKAMULYA - 1.02.0.00.0.00.01.0031,2026,Swakelola,-,-,Balanja perjalanan dinas dalam kota Pengelolaan Pelayanan Kesehatan Lingkungan UPTD Puskesmas Sukamulya,42986278,APBD,Tidak,13600000
KAB. MAJALENGKA,SEKRETARIAT DAERAH - 4.01.0.00.0.00.01.0000,2026,Penyedia,Dikecualikan,Barang,Beban Langganan Jurnal/Surat Kabar/Majalah,64088031,APBD,Ya,9975000
KAB. MAJALENGKA,BADAN KEUANGAN DAN ASET DAERAH - 5.02.0.00.0.00.01.0000,2026,Swakelola,-,-,Belanja Jasa Tenaga Administrasi,43098245,APBD,Tidak,26364000
KAB. MAJALENGKA,BADAN PENDAPATAN DAERAH - 5.02.0.00.0.00.02.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Alat/Bahan Untuk Kegiatan Kantor-Bahan Cetak (Cetak STPD),64456486,APBD,Ya,35875000
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Jasa Lainnya,"Honorarium Narasumber atau Pembahas, Moderator, Pembawa Acara, dan Panitia",64680008,APBD,Ya,2700000
KAB. MAJALENGKA,BADAN PENDAPATAN DAERAH - 5.02.0.00.0.00.02.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Makanan dan Minuman Aktivitas Lapangan (OPSGAB TAAT PKB dan OPSGAB/OPSUS),64456496,APBD,Ya,30780000
KAB. MAJALENGKA,SATUAN POLISI PAMONG PRAJA DAN PEMADAM KEBAKARAN - 1.05.0.00.0.00.03.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak,65886478,APBD,Ya,6200000
KAB. MAJALENGKA,DINAS KESEHATAN - 1.02.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Bahan Cetak Rapat koordinasi dan evaluasi program keswa (P2PTM Keswa),64946562,APBD,Ya,11550
KAB. MAJALENGKA,PUSKESMAS SINDANGWANGI - 1.02.0.00.0.00.01.0021,2026,Swakelola,-,-,Balanja perjalanan dinas dalam kota,42267232,APBD,Tidak,240000
KAB. MAJALENGKA,KECAMATAN SINDANG - 7.01.0.00.0.00.22.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor- Kertas dan Cover,65664738,APBD,Ya,420000
KAB. MAJALENGKA,DINAS KESEHATAN - 1.02.0.00.0.00.01.0000,2026,Swakelola,-,-,"Honorarium Narasumber atau Pembahas, Moderator, Pembawa Acara, dan Panitia (Kesja Pembinaan GP2SP dan perusahaan)",42407649,APBD,Tidak,1800000
KAB. MAJALENGKA,"DINAS PERUMAHAN, KAWASAN PERMUKIMAN DAN PERTANAHAN - 1.04.2.10.1.03.01.0000",2026,Penyedia,E-Purchasing,Barang,Belanja Makanan dan Minuman Aktivitas Lapangan,64979584,APBD,Ya,13020000
KAB. MAJALENGKA,BADAN KEUANGAN DAN ASET DAERAH - 5.02.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Modal Electric Generating Set,64024613,APBD,Ya,150000000
KAB. MAJALENGKA,KECAMATAN CINGAMBUL - 7.01.0.00.0.00.06.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Makanan dan Minuman Rapat,66129739,APBD,Ya,7125000
KAB. MAJALENGKA,PUSKESMAS PANONGAN - 1.02.0.00.0.00.01.0026,2026,Swakelola,-,-,Balanja perjalanan dinas dalam kota,42263860,APBD,Tidak,3600000
KAB. MAJALENGKA,BADAN PENDAPATAN DAERAH - 5.02.0.00.0.00.02.0000,2026,Swakelola,-,-,Honorarium Tim Pelaksana Kegiatan dan Sekretariat Tim Pelaksana Kegiatan,42353638,APBD,Tidak,270900000
KAB. MAJALENGKA,PUSKESMAS LEUWIMUNDING - 1.02.0.00.0.00.01.0010,2026,Swakelola,-,-,Balanja perjalanan dinas dalam kota _ PKM Leuwimunding - Skrining dan tindak lanjut hasil skrining masalah kesehatan jiwa di UKBM/Lembaga,42700176,APBD,Tidak,4800000
KAB. MAJALENGKA,KECAMATAN KERTAJATI - 7.01.0.00.0.00.12.0000,2026,Swakelola,-,-,"Honorarium Narasumber atau Pembahas, Moderator, Pembawa Acara, dan Panitia",42364268,APBD,Tidak,1350000
KAB. MAJALENGKA,SEKRETARIAT DPRD - 4.02.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Jasa Lainnya,Belanja Sewa Alat Rumah Tangga Lainnya (Home Use),64122396,APBD,Ya,60000000
KAB. MAJALENGKA,DINAS PEMBERDAYAAN MASYARAKAT DESA - 2.13.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Persediaan untuk Dijual/Diserahkan Kepada Masyarakat (Kegiatan TBDS),64219435,APBD,Ya,250000000
KAB. MAJALENGKA,SEKRETARIAT DAERAH - 4.01.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor- Suvenir/Cendera Mata,64142031,APBD,Ya,150000000
KAB. MAJALENGKA,KECAMATAN SINDANG - 7.01.0.00.0.00.22.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Pakaian Dinas Lapangan (PDL),65312776,APBD,Ya,4500000
KAB. MAJALENGKA,INSPEKTORAT - 6.01.0.00.0.00.01.0000,2026,Swakelola,-,-,"Honorarium Narasumber atau Pembahas, Moderator, Pembawa Acara, dan Panitia",42366034,APBD,Tidak,50700000
KAB. MAJALENGKA,DINAS LINGKUNGAN HIDUP - 2.11.1.03.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Pemeliharaan Komputer-Peralatan Komputer-Peralatan Personal Computer,66495230,APBD,Ya,2000000
KAB. MAJALENGKA,KECAMATAN MAJALENGKA - 7.01.0.00.0.00.17.0000,2026,Penyedia,E-Purchasing,Barang,Rumah Tidak Layak Huni (Rutilahu),64064482,APBD,Ya,100000000
KAB. MAJALENGKA,PUSKESMAS MALAUSMA - 1.02.0.00.0.00.01.0024,2026,Penyedia,E-Purchasing,Barang,Beban Makanan dan Minuman Rapat Fasilitasi pelaksanaan First Aider Pertolongan Pertama pada Luka Psikologis (P3LP) di sekolah UPTD Puskesmas Malausma,65658356,APBD,Ya,15750000
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,2026,Penyedia,Pengadaan Langsung,Pekerjaan Konstruksi,Belanja Barang untuk Dijual/Diserahkan kepada Masyarakat ( Pemeliharaan Jalan Desa Pasindangan),63182745,APBD,Ya,200000000
KAB. MAJALENGKA,KECAMATAN LIGUNG - 7.01.0.00.0.00.15.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Makanan dan Minuman Rapat,64493253,APBD,Ya,270000
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,2026,Penyedia,Pengadaan Langsung,Pekerjaan Konstruksi,Belanja Modal Jalan Kabupaten (Pemeliharaan Jalan Sukasari - Cibunut),66066775,APBD,Ya,200000000
KAB. MAJALENGKA,BADAN PENDAPATAN DAERAH - 5.02.0.00.0.00.02.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Alat/Bahan Untuk Kegiatan Kantor -Bahan Cetak Amplop SPPT dan CF DHKP,64976552,APBD,Ya,46875000
KAB. MAJALENGKA,PUSKESMAS ARGAPURA - 1.02.0.00.0.00.01.0001,2026,Swakelola,-,-,Balanja perjalanan dinas dalam kota,42337230,APBD,Tidak,26880000
KAB. MAJALENGKA,PUSKESMAS JATIWANGI - 1.02.0.00.0.00.01.0013,2026,Penyedia,E-Purchasing,Barang,Beban Makanan dan Minuman Rapat,64508940,APBD,Ya,57600000
KAB. MAJALENGKA,KECAMATAN LEMAHSUGIH - 7.01.0.00.0.00.13.0000,2026,Penyedia,Pengadaan Langsung,Barang,Alat Tulis Kantor,66115568,APBD,Ya,750000
KAB. MAJALENGKA,KECAMATAN KADIPATEN - 7.01.0.00.0.00.10.0000,2026,Penyedia,Pengadaan Langsung,Barang,Belanja Pemeliharaan Alat Angkutan-Alat Angkutan Darat Bermotor-Kendaraan Dinas Bermotor Perorangan,65432373,APBD,Ya,3300000
KAB. MAJALENGKA,KECAMATAN MAJALENGKA - 7.01.0.00.0.00.17.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor-Alat/Bahan untuk Kegiatan Kantor Lainnya,64060082,APBD,Ya,1180000
KAB. MAJALENGKA,KECAMATAN SINDANG - 7.01.0.00.0.00.22.0000,2026,Penyedia,Dikecualikan,Jasa Lainnya,"Belanja Pembayaran Pajak, Bea, dan Perizinan",65648330,APBD,Ya,200000
KAB. MAJALENGKA,"DINAS PERUMAHAN, KAWASAN PERMUKIMAN DAN PERTANAHAN - 1.04.2.10.1.03.01.0000",2026,Penyedia,E-Purchasing,Barang,Belanja Makanan dan Minuman Jamuan Tamu ,64400023,APBD,Ya,15060000
KAB. MAJALENGKA,DINAS PEMUDA DAN OLAH RAGA - 2.19.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Jasa Lainnya,Belanja Jasa Penyelenggaraan Acara (HAORNAS),64089616,APBD,Ya,37875000
KAB. MAJALENGKA,SEKRETARIAT DAERAH - 4.01.0.00.0.00.01.0000,2026,Swakelola,-,-,Belanja Perjalanan Dinas Biasa,42215363,APBD,Tidak,5000000
KAB. MAJALENGKA,KECAMATAN KADIPATEN - 7.01.0.00.0.00.10.0000,2026,Swakelola,-,-,Belanja Jasa Tenaga Kebersihan,42753312,APBD,Tidak,90000000
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,2026,Swakelola,-,-,Belanja Suku Cadang-Suku Cadang Lainnya (Pemeliharaan Mesin Rumput UPT PKBTR Bantarujeg),42121419,APBD,Tidak,929700
KAB. MAJALENGKA,DINAS KESEHATAN - 1.02.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Beban Makanan dan Minuman Rapat (Promkes Kampanye Germas),64722505,APBD,Ya,14000000
KAB. MAJALENGKA,"DINAS KETAHANAN PANGAN, PERTANIAN DAN PERIKANAN - 2.09.3.27.3.25.01.0000",2026,Penyedia,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak,64398090,APBD,Ya,6820100
KAB. MAJALENGKA,PUSKESMAS CIKIJING - 1.02.0.00.0.00.01.0006,2026,Swakelola,-,-,Belanja perjalanan dinas dalam kota - Surveilans Kualitas Air Minum Rumah Tangga (KAMRT) dan Surveilans Kualitas Udara dalam Ruang,42519372,APBD,Tidak,4800000
KAB. MAJALENGKA,DINAS PEMBERDAYAAN MASYARAKAT DESA - 2.13.0.00.0.00.01.0000,2026,Swakelola,-,-,"Honorarium Narasumber atau Pembahas, Moderator, Pembawa Acara, dan Panitia",42264238,APBD,Tidak,25000000
KAB. MAJALENGKA,PUSKESMAS LEMAHSUGIH - 1.02.0.00.0.00.01.0016,2026,Swakelola,-,-,Balanja perjalanan dinas dalam kota,42289547,APBD,Tidak,37440000
KAB. MAJALENGKA,PUSKESMAS WARINGIN - 1.02.0.00.0.00.01.0028,2026,Swakelola,-,-,Balanja perjalanan dinas dalam kota,42986797,APBD,Tidak,4000000
KAB. MAJALENGKA,DINAS PEMBERDAYAAN MASYARAKAT DESA - 2.13.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Persediaan untuk Dijual/Diserahkan Kepada Masyarakat (Bahan peralatan TBDS),64219446,APBD,Ya,10000000
KAB. MAJALENGKA,KECAMATAN SINDANGWANGI - 7.01.0.00.0.00.23.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Makanan dan Minuman Rapat,65799265,APBD,Ya,350000
KAB. MAJALENGKA,DINAS PEMUDA DAN OLAH RAGA - 2.19.0.00.0.00.01.0000,2026,Swakelola,-,-,Belanja jasa Pegawai Pemerintah dengan Perjanjian Kerja (PPPK) Paruh Waktu pada jabatan operator layanan operasional,42244001,APBD,Tidak,316368000
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,2026,Penyedia,Pengadaan Langsung,Pekerjaan Konstruksi,Belanja Modal Jalan Kabupaten (Pemeliharaan Jalan Gunungkuning - Indrakila),65525476,APBD,Ya,400000000
KAB. MAJALENGKA,BADAN PENDAPATAN DAERAH - 5.02.0.00.0.00.02.0000,2026,Swakelola,-,-,Belanja jasa Pegawai Pemerintah dengan Perjanjian Kerja (PPPK) Paruh Waktu pada jabatan pengelola layanan operasional,42349221,APBD,Tidak,26364000
KAB. MAJALENGKA,KECAMATAN CINGAMBUL - 7.01.0.00.0.00.06.0000,2026,Swakelola,-,-,"Honorarium Narasumber atau Pembahas, Moderator, Pembawa Acara, dan Panitia",43034367,APBD,Tidak,1025000
KAB. MAJALENGKA,DINAS PENDIDIKAN - 1.01.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor-Benda Pos (Pengadaan Benda Pos),64610483,APBD,Ya,5000000
KAB. MAJALENGKA,KECAMATAN TALAGA - 7.01.0.00.0.00.26.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Makanan dan Minuman Rapat,64722640,APBD,Ya,380000
KAB. MAJALENGKA,PUSKESMAS BALIDA - 1.02.0.00.0.00.01.0027,2026,Swakelola,-,-,Balanja perjalanan dinas dalam kota,42281593,APBD,Tidak,1800000
KAB. MAJALENGKA,DINAS KESEHATAN - 1.02.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Beban Makanan dan Minuman Rapat (Validasi Data Indikator-Gizi),65209001,APBD,Ya,3500000
KAB. MAJALENGKA,SEKRETARIAT DPRD - 4.02.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Jasa Lainnya,Belanja Makanan dan Minuman Rapat,64901967,APBD,Ya,27600000
KAB. MAJALENGKA,DINAS PARIWISATA DAN KEBUDAYAAN - 3.26.2.22.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Penyediaan Peralatan dan Perlengkapan Kantor,66247328,APBD,Ya,184668237
KAB. MAJALENGKA,KECAMATAN SUMBERJAYA - 7.01.0.00.0.00.25.0000,2026,Penyedia,Pengadaan Langsung,Barang,Belanja Makanan dan Minuman Rapat,64606892,APBD,Ya,630000
KAB. MAJALENGKA,"BADAN PERENCANAAN PEMBANGUNAN DAERAH, PENELITIAN DAN PENGEMBANGAN - 5.01.5.05.0.00.01.0000",2026,Penyedia,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak,66750134,APBD,Ya,4500000
KAB. MAJALENGKA,"DINAS KETENAGAKERJAAN, KOPERASI DAN USAHA KECIL MENENGAH - 2.07.2.17.3.32.07.0000",2026,Penyedia,E-Purchasing,Barang,Bahan Baku,65002013,APBD,Ya,8000000
KAB. MAJALENGKA,KECAMATAN JATITUJUH - 7.01.0.00.0.00.08.0000,2026,Penyedia,Pengadaan Langsung,Barang,Beban Pemeliharaan Alat Kantor dan Rumah Tangga-Alat Rumah Tangga-Alat Pendingin,65621053,APBD,Ya,2500000
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Makanan dan Minuman Rapat (Jamuan Snack Rapat Bidang Tata Bangunan),66787558,APBD,Ya,420000
KAB. MAJALENGKA,PUSKESMAS PANONGAN - 1.02.0.00.0.00.01.0026,2026,Swakelola,-,-,Balanja perjalanan dinas dalam kota,42263854,APBD,Tidak,3600000
KAB. MAJALENGKA,KECAMATAN BANTARUJEG - 7.01.0.00.0.00.03.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Barang untuk Dijual/Diserahkan kepada Masyarakat,64700875,APBD,Ya,990000
KAB. MAJALENGKA,KECAMATAN BANJARAN - 7.01.0.00.0.00.02.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak,65616918,APBD,Ya,175000
KAB. MAJALENGKA,PUSKESMAS PANONGAN - 1.02.0.00.0.00.01.0026,2026,Swakelola,-,-,Balanja perjalanan dinas dalam kota,42264213,APBD,Tidak,1440000
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH TALAGA - 1.02.0.00.0.00.01.0034,2026,Penyedia,E-Purchasing,Pekerjaan Konstruksi,Belanja Modal Instalasi Air Buangan Domestik,66709779,APBD,Ya,3156219000
KAB. MAJALENGKA,DINAS PEMUDA DAN OLAH RAGA - 2.19.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Jasa Lainnya,Belanja Sewa Kendaraan Bermotor Penumpang (Pemuda pelopor),64030058,APBD,Ya,11300000
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,2026,Swakelola,-,-,Belanja Bahan-Bahan Bakar dan Pelumas (Belanja Bahan Bakar UPT PKBTR Maja - Minyak Pelumas / Oli),42093601,APBD,Tidak,432000
KAB. MAJALENGKA,DINAS PENDIDIKAN - 1.01.0.00.0.00.01.0000,2026,Penyedia,Dikecualikan,Jasa Lainnya,"Honorarium Narasumber atau Pembahas, Moderator, Pembawa Acara, dan Panitia",64902249,APBD,Ya,7550000
KAB. MAJALENGKA,PUSKESMAS JATIWANGI - 1.02.0.00.0.00.01.0013,2026,Swakelola,-,-,Balanja perjalanan dinas dalam kota,43315625,APBD,Tidak,800000
KAB. MAJALENGKA,KECAMATAN SINDANG - 7.01.0.00.0.00.22.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Makanan dan Minuman Rapat,65664988,APBD,Ya,150000
