Nama Instansi,Nama Satuan Kerja,Kode Paket,Kode RUP,Tahun Anggaran,Sumber Transaksi,Sumber Dana,Nama Penyedia,Metode Pengadaan,Jenis Pengadaan,Nama Paket,Status Paket,Total Nilai (Rp),Nilai PDN (Rp)
KAB. MAJALENGKA,DINAS LINGKUNGAN HIDUP - 2.11.1.03.0.00.01.0000,01KP9Y4EF8BER1EB9A5B8XRG0M,64060253,2026,E-Katalog 6.0,APBD,PRATAMA,E-Purchasing,Barang,Kertas dan Cover,ON PROCESS,350000,350000
KAB. MAJALENGKA,BADAN KEUANGAN DAN ASET DAERAH - 5.02.0.00.0.00.01.0000,01KNNW055N75Q0N9QPJ0M674V0,64025662,2026,E-Katalog 6.0,APBD,KENARA PELITA RAYA,E-Purchasing,Jasa Lainnya,Belanja Pemeliharaan Komputer-Peralatan Komputer-Peralatan Personal Computer,ON PROCESS,2500000,2500000
KAB. MAJALENGKA,DINAS KESEHATAN - 1.02.0.00.0.00.01.0000,01KNG7ZWGEMMYJGNGK3KXPQT3D,65946756,2026,E-Katalog 6.0,APBD,DEDEH DIHARSAH,E-Purchasing,Barang,Beban Makanan dan Minuman Rapat Pembinaan Program Penyehatan Lingkungan,ON PROCESS,7000000,7000000
KAB. MAJALENGKA,"BADAN PERENCANAAN PEMBANGUNAN DAERAH, PENELITIAN DAN PENGEMBANGAN - 5.01.5.05.0.00.01.0000",01KG716E00PPS4BXYA66N4SNCX,64789556,2026,E-Katalog 6.0,APBD,WILDA RUSDI,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak,ON PROCESS,500000,500000
KAB. MAJALENGKA,"DINAS KETENAGAKERJAAN, KOPERASI DAN USAHA KECIL MENENGAH - 2.07.2.17.3.32.07.0000",01KP66MK3C9YCWFVMHF7EMBFWT,65002009,2026,E-Katalog 6.0,APBD,ANINDIRA KIRANIA KATERING,E-Purchasing,Barang,Belanja Barang untuk Dijual/Diserahkan kepada Masyarakat,ON PROCESS,45029958,45029958
KAB. MAJALENGKA,DINAS KOMUNIKASI DAN INFORMATIKA - 2.16.2.20.2.21.01.0000,01KNNH32EW7JAEB2WSAW0503P5,66504257,2026,E-Katalog 6.0,APBD,WISNU,E-Purchasing,Jasa Lainnya,"Belanja Pemeliharaan Alat Studio, Komunikasi, dan Pemancar-Alat Komunikasi-Alat Komunikasi Radio HF/FM",ON PROCESS,5000000,5000000
KAB. MAJALENGKA,PUSKESMAS MAJALENGKA - 1.02.0.00.0.00.01.0008,01KMMGEJXN5H6NVTCJEEKTM28M,64600197,2026,E-Katalog 6.0,BLUD,SAKA GLOBAL MANDIRI,E-Purchasing,Barang,Belanja Barang dan Jasa BLUD Puskesmas Majalengka,ON PROCESS,1900000,1900000
KAB. MAJALENGKA,PUSKESMAS LOJI - 1.02.0.00.0.00.01.0019,01KMYDE7FYZQ4K581MYPTKHMJ6,63263731,2026,E-Katalog 6.0,BLUD,KENARA PELITA RAYA,E-Purchasing,Barang,Belanja Barang dan Jasa BLUD,ON PROCESS,2490255,2490255
KAB. MAJALENGKA,PUSKESMAS MAJALENGKA - 1.02.0.00.0.00.01.0008,01KNHAQZ9YTG47VNMKVQP1CPWX,64320104,2026,E-Katalog 6.0,APBD,SAKA GLOBAL MANDIRI,E-Purchasing,Barang,Belanja Barang dan Jasa BOK Puskesmas Majalengka; Persediaan untuk Dijual/Diserahkan Kepada Masyarakat,ON PROCESS,34151040,34151040
KAB. MAJALENGKA,SEKRETARIAT DPRD - 4.02.0.00.0.00.01.0000,01KJCFRHF9G9M6WPBF08RTDD09,64901803,2026,E-Katalog 6.0,APBD,Y A D JAYA PERKASA,E-Purchasing,Jasa Lainnya,Belanja Makanan dan Minuman Rapat,ON PROCESS,23512500,23512500
KAB. MAJALENGKA,SEKRETARIAT DPRD - 4.02.0.00.0.00.01.0000,01KJY72EK87G600AWV7NRJ9GCA,64904021,2026,E-Katalog 6.0,APBD,PRATAMA,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak,ON PROCESS,10980400,10980400
KAB. MAJALENGKA,DINAS LINGKUNGAN HIDUP - 2.11.1.03.0.00.01.0000,01KMMFWJE8H4MHQ8302170JSJK,64058919,2026,E-Katalog 6.0,APBD,PRATAMA,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor- Kertas dan Cover,ON PROCESS,665000,665000
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,10796747000,65475907,2026,Non Tender,APBD,CV. ESA PRATAMA MANUNGGAL,Pengadaan Langsung,Pekerjaan Konstruksi,Belanja Barang untuk Dijual/Diserahkan kepada Masyarakat (Pemeliharaan Jalan Margamukti - Cangkuang),BERLANGSUNG,198956988,198956988
KAB. MAJALENGKA,BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA - 5.03.5.04.0.00.01.0000,01KP8318PTWZNCZCNDNRZ9D42N,66735424,2026,E-Katalog 6.0,APBD,LAREINA,E-Purchasing,Jasa Lainnya,Belanja Sewa Kendaraan Bermotor Penumpang,ON PROCESS,1700000,1700000
KAB. MAJALENGKA,SEKRETARIAT DAERAH - 4.01.0.00.0.00.01.0000,01KJBZBZ1N5P0NCBSAFYE3YHF6,63656471,2026,E-Katalog 6.0,APBD,AGAM MITRA MANDIRI,E-Purchasing,Barang,Bahan Bangunan dan Konstruksi Kantor Setda,ON PROCESS,39717500,39717500
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH MAJALENGKA - 1.02.0.00.0.00.02.0000,01KHDDHHB1KZ7EX4N4SDFNNF8Y,65390734,2026,E-Katalog 6.0,BLUD,MUBAROQ UTAMA KARYA,E-Purchasing,Barang,Belanja Makan dan Minum Petugas (Aktivitas Lapangan) ,ON PROCESS,274500000,274500000
KAB. MAJALENGKA,PUSKESMAS JATITUJUH - 1.02.0.00.0.00.01.0017,01KEV461QBJNVGN6A1WKYVTSAN,62614729,2026,E-Katalog 6.0,BLUD,KENARA PELITA RAYA,E-Purchasing,Barang,Belanja Barang dan Jasa BLUD,PAYMENT OUTSIDE SYSTEM,4507403,4507403
KAB. MAJALENGKA,BADAN KEUANGAN DAN ASET DAERAH - 5.02.0.00.0.00.01.0000,01KJENG0NG7T8X3WTX1W1FSHAX,65858842,2026,E-Katalog 6.0,APBD,PRATAMA,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak (fotocopy),PAYMENT OUTSIDE SYSTEM,5685600,5685600
KAB. MAJALENGKA,PUSKESMAS BANTARUJEG - 1.02.0.00.0.00.01.0030,01KP9YHYA0MZPN3QCBPZN6FYW3,64281298,2026,E-Katalog 6.0,APBD,JAYAMAS MEDICA INDUSTRI,E-Purchasing,Barang,Belanja Barang dan Jasa BLUD,ON PROCESS,15979299,15979299
KAB. MAJALENGKA,BADAN PENDAPATAN DAERAH - 5.02.0.00.0.00.02.0000,01KJEJXKF4RE2CYN2JPAMT8H4W,64150221,2026,E-Katalog 6.0,APBD,PRATAMA,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor- Kertas dan Cover (Penjilidan),ON PROCESS,350000,350000
KAB. MAJALENGKA,PUSKESMAS LIGUNG - 1.02.0.00.0.00.01.0011,01KG6MRJVSRE9CEH94MQQEVFDV,65210814,2026,E-Katalog 6.0,BLUD,HOLI PHARMA,E-Purchasing,Barang,Belanja Barang dan Jasa BLUD (UPTD Puskesmas Ligung),ON PROCESS,1641690,1641690
KAB. MAJALENGKA,DINAS PEMUDA DAN OLAH RAGA - 2.19.0.00.0.00.01.0000,01KFMQ9YBMPDDE8R7WWAHFJJPR,64007828,2026,E-Katalog 6.0,APBD,LAREINA,E-Purchasing,Jasa Lainnya,Belanja Jasa Penyelenggaraan Acara,ON PROCESS,69000000,69000000
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH MAJALENGKA - 1.02.0.00.0.00.02.0000,01KJ42VRF1F2D2G7AX9GDK2QBY,65390578,2026,E-Katalog 6.0,BLUD,MULTI KARYA,E-Purchasing,Barang,Belanja Alat Peralatan Listrik dan Elektronik,ON PROCESS,27954795,27954795
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH MAJALENGKA - 1.02.0.00.0.00.02.0000,01KJS5DXPTT54TRGZBBW7N10GD,65502668,2026,E-Katalog 6.0,BLUD,MULTI KARYA,E-Purchasing,Barang,Belanja Bahan - Bahan dan Alat Pembersih,ON PROCESS,12072360,12072360
KAB. MAJALENGKA,INSPEKTORAT - 6.01.0.00.0.00.01.0000,01KNNC07D5S1Y7343KXAEKQVQ9,64478332,2026,E-Katalog 6.0,APBD,AILSA NANDA,E-Purchasing,Barang,Koordinasi dan Penyusunan DPA-SKPD,ON PROCESS,490000,490000
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,10768460000,64810771,2026,Non Tender,APBD,CV. YAD JAYA PERKASA,Pengadaan Langsung,Pengadaan Barang,"Belanja Bahan-Bahan Bangunan dan Konstruksi (Bahan Pemeliharaan Jaringan Irigasi Saluran Cikondang, Bahan Pemeliharaan Jaringan Irigasi Saluran Cipetek, Bahan Pemeliharaan Jaringan Irigasi Saluran Cisela) pada UPTD SDA Bantarujeg",SELESAI,51585375,0
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH MAJALENGKA - 1.02.0.00.0.00.02.0000,01KJCCRHMQWFK7X9E38FDG2Q2S,65500568,2026,E-Katalog 6.0,BLUD,ESSITY HYGIENE AND HEALTH INDONESIA,E-Purchasing,Barang,"Penyediaan Barang, Belanja Bahan-Bahan dan Alat Sediaan Farmasi (BMHP) E-Purchasing RSUD Majalengka",ON PROCESS,39446210,39446210
KAB. MAJALENGKA,PUSKESMAS SINDANGWANGI - 1.02.0.00.0.00.01.0021,01KEB7HYRPN8QDFDK41BTKHT17,62521049,2026,E-Katalog 6.0,BLUD,SARI TANI SERA,E-Purchasing,Barang,Belanja Barang dan Jasa UPTD Puskesmas Sindangwangi,ON PROCESS,1560000,1560000
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH MAJALENGKA - 1.02.0.00.0.00.02.0000,01KJEKPS5RXFTAYDDKEB1B7WQK,66011162,2026,E-Katalog 6.0,BLUD,EISAI INDONESIA,E-Purchasing,Barang,Belanja Barang Pakai Habis Kesehatan Puskesmas Paninggaran,ON PROCESS,30307120,30307120
KAB. MAJALENGKA,SEKRETARIAT DAERAH - 4.01.0.00.0.00.01.0000,01KHT84NRM6X2YE4REDB8Y8F30,64013479,2026,E-Katalog 6.0,APBD,HERRY SUPRIYADI,E-Purchasing,Jasa Lainnya,"Belanja Pemeliharaan Alat Studio, Komunikasi, dan Pemancar-Alat Komunikasi-Alat Komunikasi Lainnya",ON PROCESS,5956000,5956000
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,01KJS58BZ7AV2SEXDKPTFDPTN4,66067113,2026,E-Katalog 6.0,APBD,AILSA NANDA,E-Purchasing,Barang,Beban Makanan dan Minuman Rapat Forum OPD (Makan Rapat dan Snack Rapat Pelaksanaan Forum OPD),ON PROCESS,9500000,9500000
KAB. MAJALENGKA,PUSKESMAS RAJAGALUH - 1.02.0.00.0.00.01.0020,01KN0TY9GGC8WWM0907K210BQB,65891904,2026,E-Katalog 6.0,APBD,SARI TANI SERA,E-Purchasing,Barang,Belanja Barang dan Jasa BLUD (UPTD Puskesmas Rajagaluh),ON PROCESS,4958563,4958563
KAB. MAJALENGKA,INSPEKTORAT - 6.01.0.00.0.00.01.0000,01KNJSCFXNQ17KWGSQ5R5MPTTV,64483108,2026,E-Katalog 6.0,APBD,AILSA NANDA,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak,ON PROCESS,675000,675000
KAB. MAJALENGKA,SEKRETARIAT DAERAH - 4.01.0.00.0.00.01.0000,01KN5YX7YCY6MJ2SFDBR389R4Z,66755678,2026,E-Katalog 6.0,APBD,ABIZAR CAHAYA ABADI,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak - Kertas & Cover,ON PROCESS,2810000,2810000
KAB. MAJALENGKA,PUSKESMAS ARGAPURA - 1.02.0.00.0.00.01.0001,01KN13D7G40E7J1R5E5GC637N5,66701641,2026,E-Katalog 6.0,APBD,ARANI CIPTA KARYA,E-Purchasing,Barang,barang dan jasa,ON PROCESS,3322374,3322374
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,01KGP8TAR2HTNRFKTPSZ234VGP,64642120,2026,E-Katalog 6.0,APBD,AILSA NANDA,E-Purchasing,Barang," Belanja Makanan dan Minuman Rapat (Jamuan Makan dan Snack Rapat Bagian Umum)",ON PROCESS,3087500,3087500
KAB. MAJALENGKA,PUSKESMAS JATIWANGI - 1.02.0.00.0.00.01.0013,01KNTJN3B637P1BFSWBXNP808F,64503491,2026,E-Katalog 6.0,APBD,TRIMAN,E-Purchasing,Barang,Belanja Barang dan Jasa BLUD,ON PROCESS,6213780,6213780
KAB. MAJALENGKA,SEKRETARIAT DAERAH - 4.01.0.00.0.00.01.0000,01KH2NPSAR2AT7SE8XREZN4ZJK,64113784,2026,E-Katalog 6.0,APBD,LALA,E-Purchasing,Barang,Belanja Makanan dan Minuman Rapat,ON PROCESS,5225000,5225000
KAB. MAJALENGKA,"DINAS KETAHANAN PANGAN, PERTANIAN DAN PERIKANAN - 2.09.3.27.3.25.01.0000",01KJ6FMBV8DWW6S7W6QM0CP64D,64396317,2026,E-Katalog 6.0,APBD,KENARA PELITA RAYA,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor-Alat Tulis Kantor,ON PROCESS,4544895,4544895
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,01KH2KPT0GEZNYHZ8SCH559P4P,64821462,2026,E-Katalog 6.0,APBD,AGAM MITRA MANDIRI,E-Purchasing,Barang,Belanja Bahan-Bahan Bakar dan Pelumas (Operasional UPTD SDA Sumberjaya Minyak Pelumas Oli dan Oli Samping),ON PROCESS,1017000,1017000
KAB. MAJALENGKA,PUSKESMAS JATIWANGI - 1.02.0.00.0.00.01.0013,01KK8G11DFQSHRZBJA3D8E4ZAA,64503491,2026,E-Katalog 6.0,APBD,KENARA PELITA RAYA,E-Purchasing,Barang,Belanja Barang dan Jasa BLUD,ON PROCESS,1330000,1330000
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,10767196000,63465961,2026,Non Tender,APBD,CV. POLA KARYA PRATAMA,Pengadaan Langsung,Jasa Konsultansi Badan Usaha Konstruksi,Belanja Jasa Konsultansi Berorientasi Layanan-Jasa Survei (Pemutakhiran Data Kondisi Jalan Wilayah Selatan),SELESAI,99561450,99561450
KAB. MAJALENGKA,"DINAS PEMBERDAYAAN PEREMPUAN, PERLINDUNGAN ANAK DAN KELUARGA BERENCANA - 2.08.2.14.0.00.01.0000",01KP2AC2NAG7606F93Z7Z7M5YJ,64388976,2026,E-Katalog 6.0,APBD,RAHAYU,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak,ON PROCESS,237848580,237848580
KAB. MAJALENGKA,PUSKESMAS LOJI - 1.02.0.00.0.00.01.0019,01KJRVQ5VCYJASXKJB3V6SQPHZ,63263731,2026,E-Katalog 6.0,BLUD,KENARA PELITA RAYA,E-Purchasing,Barang,Belanja Barang dan Jasa BLUD,ON PROCESS,1050000,1050000
KAB. MAJALENGKA,DINAS PERDAGANGAN DAN PERINDUSTRIAN - 3.30.3.31.0.00.01.0000,01KK0EVC16XXBJTEGDXRZNXJBM,64426209,2026,E-Katalog 6.0,APBD,WILDA RUSDI,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak (Cetakan dan Penggandaan),ON PROCESS,5711700,5711700
KAB. MAJALENGKA,PUSKESMAS LOJI - 1.02.0.00.0.00.01.0019,01KNGB2HRK3QWGDBEXBRDENCAG,66757303,2026,E-Katalog 6.0,BLUD,ALHAMDULILLAH,E-Purchasing,Barang,Belanja Barang dan Jasa BLUD,ON PROCESS,2250000,2250000
KAB. MAJALENGKA,SEKRETARIAT DPRD - 4.02.0.00.0.00.01.0000,01KKAQ20JDTR40XHQ8VD01DKXN,65060727,2026,E-Katalog 6.0,APBD,BADUL,E-Purchasing,Jasa Lainnya,Belanja Pemeliharaan Komputer-Peralatan Komputer-Peralatan Personal Computer,ON PROCESS,3996000,3996000
KAB. MAJALENGKA,"BADAN PERENCANAAN PEMBANGUNAN DAERAH, PENELITIAN DAN PENGEMBANGAN - 5.01.5.05.0.00.01.0000",01KFYZJF7SJ7WQM51Z85B9FFT7,64455809,2026,E-Katalog 6.0,APBD,TEDDI IRMADI,E-Purchasing,Barang,Belanja Makanan dan Minuman Rapat,ON PROCESS,1650000,1650000
KAB. MAJALENGKA,KECAMATAN MAJALENGKA - 7.01.0.00.0.00.17.0000,10773523000,64819573,2026,Non Tender,APBD,CV. SUKMADEWA,Pengadaan Langsung,Pekerjaan Konstruksi,Penataan Bangunan  Fasilitas Umum,BERLANGSUNG,129550583,129550583
KAB. MAJALENGKA,BADAN PENANGGULANGAN BENCANA DAERAH - 1.05.0.00.0.00.02.0000,01KKTH6NBF1Y5TJN33WHJX97PM,66415884,2026,E-Katalog 6.0,APBD,DEDEH DIHARSAH,E-Purchasing,Barang,Koordinasi dan Penyusunan Laporan Capaian Kinerja dan Ikhtisar Realisasi Kinerja SKPD,ON PROCESS,1250000,1250000
KAB. MAJALENGKA,PUSKESMAS LOJI - 1.02.0.00.0.00.01.0019,01KKB6KJRJW0ENQCFM6TX4BA70,63263731,2026,E-Katalog 6.0,BLUD,SOLAS LANGGENG SEJAHTERA,E-Purchasing,Barang,Belanja Barang dan Jasa BLUD,ON PROCESS,3993780,3993780
KAB. MAJALENGKA,SEKRETARIAT DAERAH - 4.01.0.00.0.00.01.0000,01KFW8RS8GZ1GJ01MS22J703P7,64224284,2026,E-Katalog 6.0,APBD,AGAM MITRA MANDIRI,E-Purchasing,Barang,"Bahan Bangunan dan Konstruksi Mushola Pendopo, Mess Pendopo, Gd. Yuhda, Kantor KDH & WKDH ",ON PROCESS,74858500,74858500
KAB. MAJALENGKA,SEKRETARIAT DAERAH - 4.01.0.00.0.00.01.0000,01KKFYTQB7TR20HV2WNPZCTYAR,66422345,2026,E-Katalog 6.0,APBD,MEKARWANGI,E-Purchasing,Jasa Lainnya,Belanja Jasa Penyelenggaraan Acara  ,ON PROCESS,50000000,50000000
KAB. MAJALENGKA,PUSKESMAS LOJI - 1.02.0.00.0.00.01.0019,01KFJ1RA0PJ77C3R413HPB7GX1,63263731,2026,E-Katalog 6.0,BLUD,KENARA PELITA RAYA,E-Purchasing,Barang,Belanja Barang dan Jasa BLUD,ON PROCESS,650000,650000
KAB. MAJALENGKA,DINAS SOSIAL - 1.06.0.00.0.00.01.0000,01KN413191DBGVR7RE3JKY4XV6,64008802,2026,E-Katalog 6.0,APBD,TIGA PUTRI MAJA,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak,ON PROCESS,6625000,6625000
KAB. MAJALENGKA,SEKRETARIAT DAERAH - 4.01.0.00.0.00.01.0000,01KNGRC40J2B60ERNV57MX3B9G,66809347,2026,E-Katalog 6.0,APBD,FAHMI MOHAMAD RIDWAN,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak,ON PROCESS,750000,750000
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,10773810000,63510365,2026,Non Tender,APBD,POETRA KOEJANG,Pengadaan Langsung,Pengadaan Barang,Belanja Bahan-Bahan Bangunan dan Konstruksi (Belanja Bahan Untuk Unit Reaksi Cepat UPTD Majalengka (Tahap 2)),SELESAI,99290926,0
KAB. MAJALENGKA,BADAN PENDAPATAN DAERAH - 5.02.0.00.0.00.02.0000,01KP4SEK4A210BP565J86G61X2,64462408,2026,E-Katalog 6.0,APBD,RALINE KARYA UTAMA,E-Purchasing,Barang,Belanja Makanan dan Minuman Rapat,ON PROCESS,30020000,30020000
KAB. MAJALENGKA,SEKRETARIAT DPRD - 4.02.0.00.0.00.01.0000,01KKK1X0B52QB4331JTDVNS2WD,66333010,2026,E-Katalog 6.0,APBD,MALAKA ARTHA PERSADA,E-Purchasing,Jasa Lainnya,Belanja Sewa Alat Rumah Tangga Lainnya (Home Use),ON PROCESS,111910200,111910200
KAB. MAJALENGKA,DINAS SOSIAL - 1.06.0.00.0.00.01.0000,01KN42BETVG4GTQPEQ5TJX8R7X,64009142,2026,E-Katalog 6.0,APBD,TIGA PUTRI MAJA,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak,ON PROCESS,6175000,6175000
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH MAJALENGKA - 1.02.0.00.0.00.02.0000,01KNNYA0666GCATJYRZWGJCVXV,65502668,2026,E-Katalog 6.0,BLUD,CAUSA PRIMA,E-Purchasing,Barang,Belanja Bahan - Bahan dan Alat Pembersih,ON PROCESS,53127930,53127930
KAB. MAJALENGKA,PUSKESMAS PANYINGKIRAN - 1.02.0.00.0.00.01.0023,01KNRGRMTDGF9NHK79W9HVC146,65326050,2026,E-Katalog 6.0,BLUD,ANNISA YUSUF,E-Purchasing,Barang,Belanja Barang dan Jasa BLUD,ON PROCESS,2664000,2664000
KAB. MAJALENGKA,PUSKESMAS SUMBERJAYA - 1.02.0.00.0.00.01.0005,01KMM7QE31F2JDN7Q9DH58TNRT,64451014,2026,E-Katalog 6.0,APBD,BERKAH AZKA,E-Purchasing,Barang,Belanja Barang dan Jasa BLUD- UPTD Puskesmas Sumberjaya,ON PROCESS,3600000,3600000
KAB. MAJALENGKA,BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA - 5.03.5.04.0.00.01.0000,01KP2ZPBAK4W8JXTMCE0S88T10,63437564,2026,E-Katalog 6.0,APBD,BUDI ROMANSYAH,E-Purchasing,Jasa Lainnya,Belanja Pemeliharaan Komputer-Komputer Unit-Personal Computer,ON PROCESS,9955000,9955000
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH MAJALENGKA - 1.02.0.00.0.00.02.0000,01KN6BF01CWAHXEM09ZXYE9QZ4,65502668,2026,E-Katalog 6.0,BLUD,KHADIJAH ZAMZAM UTAMA,E-Purchasing,Barang,Belanja Bahan - Bahan dan Alat Pembersih,ON PROCESS,62077860,62077860
KAB. MAJALENGKA,"DINAS KETAHANAN PANGAN, PERTANIAN DAN PERIKANAN - 2.09.3.27.3.25.01.0000",01KKJBK07J3PTMD7Z1JSESKXN5,64457755,2026,E-Katalog 6.0,APBD,KENARA PELITA RAYA,E-Purchasing,Barang,Belanja Natura dan Pakan-Natura dan Pakan Lainnya,ON PROCESS,34189000,34189000
KAB. MAJALENGKA,DINAS PEMUDA DAN OLAH RAGA - 2.19.0.00.0.00.01.0000,01KH7YZE2YAMXKV2P5V907Z91H,64188848,2026,E-Katalog 6.0,APBD,AILSA NANDA,E-Purchasing,Barang,Belanja Pakaian Dinas Harian,ON PROCESS,30000000,30000000
KAB. MAJALENGKA,LABKESDA MAJALENGKA - 1.02.0.00.0.00.01.0033,01KNNJRS6YBX4BTVJXWK4FH3X5,65663264,2026,E-Katalog 6.0,BLUD,SYSMEX INDONESIA,E-Purchasing,Barang,Belanja Barang dan Jasa BLUD Labkesda,ON PROCESS,9790200,0
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,10768592000,64812639,2026,Non Tender,APBD,CV. CIFAS,Pengadaan Langsung,Pengadaan Barang,"Belanja Bahan-Bahan Bangunan dan Konstruksi (Bahan Pemeliharaan Jaringan Irigasi Sekunder BSL 18 Daerah Irigasi Ciherang Hilir, Bahan Pemeliharaan Jaringan Irigasi Sekunder Cijuray 3 Daerah Irigasi Cijurey, Bahan Pemeliharaan Jaringan Irigasi Sekunder Selamet BSL 1 Daerah Irigasi Ciherang Hilir) pada UPTD SDA Jatiwangi",SELESAI,53180484,0
KAB. MAJALENGKA,PUSKESMAS SINDANGWANGI - 1.02.0.00.0.00.01.0021,01KNNG28B2T62RC9J9PTYTPFTZ,62521049,2026,E-Katalog 6.0,BLUD,NANA MULYANA,E-Purchasing,Barang,Belanja Barang dan Jasa UPTD Puskesmas Sindangwangi,ON PROCESS,2000000,2000000
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH MAJALENGKA - 1.02.0.00.0.00.02.0000,01KJAW4P64AS80W8BTGZGXP3FE,65499997,2026,E-Katalog 6.0,BLUD,BETA PHARMACON,E-Purchasing,Barang,"Penyediaan Barang, Belanja Obat-obatan E-Purchasing RSUD Majalengka",ON PROCESS,85793121,0
KAB. MAJALENGKA,INSPEKTORAT - 6.01.0.00.0.00.01.0000,01KNNBS47RKX7SCS20WYYR7VBH,64478261,2026,E-Katalog 6.0,APBD,AILSA NANDA,E-Purchasing,Barang,Koordinasi dan Penyusunan Dokumen Perubahan RKA-SKPD,ON PROCESS,210000,210000
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,10796690000,65565744,2026,Non Tender,APBD,CV. SAMPURNA KAYA RAYA,Pengadaan Langsung,Pekerjaan Konstruksi,Belanja Modal Jalan Kabupaten (Pemeliharaan Jalan KH Abdul Kodir),BERLANGSUNG,298846116,298846116
KAB. MAJALENGKA,"BADAN PERENCANAAN PEMBANGUNAN DAERAH, PENELITIAN DAN PENGEMBANGAN - 5.01.5.05.0.00.01.0000",01KGEKTRD74ZAEFAAC0WXH0BKH,64765317,2026,E-Katalog 6.0,APBD,FAHMI MOHAMAD RIDWAN,E-Purchasing,Jasa Lainnya,Belanja Sewa Kendaraan Bermotor Penumpang,ON PROCESS,1600000,1600000
KAB. MAJALENGKA,"BADAN PERENCANAAN PEMBANGUNAN DAERAH, PENELITIAN DAN PENGEMBANGAN - 5.01.5.05.0.00.01.0000",01KH5QER55GKY4R9SNM6610D7H,64333267,2026,E-Katalog 6.0,APBD,TEDDI IRMADI,E-Purchasing,Barang,Belanja Makanan dan Minuman Rapat,ON PROCESS,1662500,1662500
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,01KJS0EN1Y95N3FY96535W5B7X,64732654,2026,E-Katalog 6.0,APBD,PURAJAYA,E-Purchasing,Barang,Belanja Suku Cadang-Suku Cadang Alat Angkutan (Suku Cadang Alat Angkutan),ON PROCESS,42000000,42000000
KAB. MAJALENGKA,PUSKESMAS SUMBERJAYA - 1.02.0.00.0.00.01.0005,01KH5828D3VDZ8B0SCYMDT9DNZ,64451014,2026,E-Katalog 6.0,APBD,BERKAH AZKA,E-Purchasing,Barang,Belanja Barang dan Jasa BLUD- UPTD Puskesmas Sumberjaya,PAYMENT OUTSIDE SYSTEM,1225000,1225000
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH TALAGA - 1.02.0.00.0.00.04.0000,01KPD0SZ6SCT9EQ95WX1D6G3YJ,62527631,2026,E-Katalog 6.0,APBD,TRIMAN,E-Purchasing,Barang," Belanja Obat-Obatan-Obat",ON ADDENDUM,5506843,5506843
